TV Id,Regulation Start Date,TVS Id,Regulation Id,Protected Location Id,Protected Location (4),Elemental-Integrado,Protected Location Type,ERD-ARR,Regulation Reason Name
LEBLARR,10/7/2019,LEBLTMA,LEBLA07M,LEBL,LEBL,elemental,Aerodrome,ARR,G - Aerodrome Capacity
LEBLARR,10/7/2019,LEBLTMA,LEBLA07D,LEBL,LEBL,elemental,Aerodrome,ARR,G - Aerodrome Capacity
LEBLARR,10/7/2019,LEBLTMA,LEBLA07A,LEBL,LEBL,elemental,Aerodrome,ARR,C - ATC Capacity
LEBLARR,10/7/2019,LEBLTMA,LEBLA07L,LEBL,LEBL,elemental,Aerodrome,ARR,V - Environmental Issues
LECBMNI,10/7/2019,LECBFMPE,LEMNI07,LECBMNI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBLGU,10/7/2019,LECBFMPW,LELGU07A,LECBLGU,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBPPI,10/7/2019,LECBFMPW,LEPPI07,LECBPPI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECLSUE,10/7/2019,LECLTAC,LESUE07M,LECLSUE,LECL,integrado,Airspace,ERD,C - ATC Capacity
LECLSUE,10/7/2019,LECLTAC,LESUE07A,LECLSUE,LECL,integrado,Airspace,ERD,C - ATC Capacity
LECMASI,10/7/2019,LECMFMP,ASI07M,LECMASI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LEMDARR,10/7/2019,LECMFMP,LEMDA07,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
LECMBLI,10/7/2019,LECMFMP,BLI07,LECMBLI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LEMDARR,10/7/2019,LECMFMP,LEMDA07M,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
LECMSAN,10/7/2019,LECMFMP,SAN07A,LECMSAN,LECM,elemental,Airspace,ERD,S - ATC Staffing
LECMDGI,10/7/2019,LECMFMP,DGI07A,LECMDGI,LECM,integrado,Airspace,ERD,S - ATC Staffing
LECMZGZ,10/7/2019,LECMFMP,ZGZ07,LECMZGZ,LECM,elemental,Airspace,ERD,C - ATC Capacity
FL2TDU,10/7/2019,LECMFMP,FL2TDU07,LECMTDU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMPAU,10/7/2019,LECMFMP,PAU07A,LECMPAU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMBLI,10/7/2019,LECMFMP,BLI07A,LECMBLI,LECM,integrado,Airspace,ERD,S - ATC Staffing
LECMASI,10/7/2019,LECMFMP,ASI07,LECMASI,LECM,integrado,Airspace,ERD,S - ATC Staffing
LECMDGI,10/7/2019,LECMFMP,DGO07A,LECMDGI,LECM,integrado,Airspace,ERD,S - ATC Staffing
LECMSAN,10/7/2019,LECMFMP,SAN07,LECMSAN,LECM,elemental,Airspace,ERD,S - ATC Staffing
LECMDGI,10/7/2019,LECMFMP,DGI07,LECMDGI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LECMSAO,10/7/2019,LECMFMP1,SAO07,LECMSAO,LECM,elemental,Airspace,ERD,C - ATC Capacity
RR2NCS,10/7/2019,LECSFMP,RR2NCS07,BAN,BAN,elemental,Significant Point,ERD,S - ATC Staffing
RR2NO1,10/7/2019,LECSFMP,RR2NO07,LECSNO1,LECS,integrado,Airspace,ERD,C - ATC Capacity
RR3NO1,10/7/2019,LECSFMP,R3NO107N,LECSNO1,LECS,integrado,Airspace,ERD,C - ATC Capacity
LEBLDDI,10/8/2019,LEBLTMA,LEDDI08M,LEBLDDI,LEBL,integrado,Airspace,ERD,C - ATC Capacity
LEBLARR,10/8/2019,LEBLTMA,LEBLA08L,LEBL,LEBL,elemental,Aerodrome,ARR,V - Environmental Issues
LECBMNI,10/8/2019,LECBFMPE,LEMNI08,LECBMNI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBCCC,10/8/2019,LECBFMPE,LECCC08,LECBCCC,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBMNI,10/8/2019,LECBFMPE,LEMNI08M,LECBMNI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBCVN,10/8/2019,LECBFMPE,LECVN08,LECBCVN,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBG23,10/8/2019,LECBFMPW,LEBG208,LECBG23,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBLGU,10/8/2019,LECBFMPW,LELGU08,LECBLGU,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECMPAU,10/8/2019,LECMFMP,PAU08M,LECMPAU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LEMDARR,10/8/2019,LECMFMP,LEMDA08M,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
LEMDARR,10/8/2019,LECMFMP,LEMDA08,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
FL6TDU,10/8/2019,LECMFMP1,FL6TDU08,LECMTDU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LEPAARR,10/8/2019,LECPFMP,LEPAA08,LEPA/SJ,LEPA,elemental,Zone of Aerodromes,ARR,C - ATC Capacity
LECSAPT,10/8/2019,LECSFMP,LEAPT08A,LECSAPT,LECS,integrado,Airspace,ERD,C - ATC Capacity
LEBLARR,10/9/2019,LEBLTMA,LEBLA09,LEBL,LEBL,elemental,Aerodrome,ARR,C - ATC Capacity
LEBLARR,10/9/2019,LEBLTMA,LEBLA09N,LEBL,LEBL,elemental,Aerodrome,ARR,V - Environmental Issues
LECBCCC,10/9/2019,LECBFMPE,LECCC09,LECBCCC,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBMNI,10/9/2019,LECBFMPE,LEMNI09,LECBMNI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBG23,10/9/2019,LECBFMPW,LEG2309,LECBG23,LECB,integrado,Airspace,ERD,S - ATC Staffing
RR3AST,10/9/2019,LECMFMP,RR3AST09,LECMASI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LEMDARR,10/9/2019,LECMFMP,LEMDA09M,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
RR1ZMI,10/9/2019,LECMFMP,RR1ZMI09,LECMZMI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LEMDARR,10/9/2019,LECMFMP,LEMDA09,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
LECMZGZ,10/9/2019,LECMFMP,ZGZ09,LECMZGZ,LECM,elemental,Airspace,ERD,C - ATC Capacity
LEMGARR1,10/9/2019,LECSFMP,LEMGA09L,LEMG,LEMG,elemental,Aerodrome,ARR,C - ATC Capacity
GCCCOCE,10/10/2019,GCCCFMP,GCOCE10E,GCCCOCE,GCCC,elemental,Airspace,ERD,C - ATC Capacity
LEBLDDI,10/10/2019,LEBLTMA,LEDDI10,LEBLDDI,LEBL,integrado,Airspace,ERD,C - ATC Capacity
LEBLARR,10/10/2019,LEBLTMA,LEBLA10A,LEBL,LEBL,elemental,Aerodrome,ARR,C - ATC Capacity
LECBMNI,10/10/2019,LECBFMPE,LEMNI10M,LECBMNI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBGOI,10/10/2019,LECBFMPW,LEGOI10A,LECBGOI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECMBLI,10/10/2019,LECMFMP,BLI10E,LECMBLI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LEMDARR,10/10/2019,LECMFMP,LEMDA10M,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
LECMSAN,10/10/2019,LECMFMP,SAN10,LECMSAN,LECM,elemental,Airspace,ERD,C - ATC Capacity
RR3ZMI,10/10/2019,LECMFMP,RR3ZMI10,LECMZMI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LEMDARR,10/10/2019,LECMFMP,LEMDA10,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
LECMZGZ,10/10/2019,LECMFMP,ZGZ10A,LECMZGZ,LECM,elemental,Airspace,ERD,C - ATC Capacity
FL2TLU,10/10/2019,LECMFMP,FL2TLU10,LECMTLU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LEPAARR,10/10/2019,LECPFMP,LEPAA10M,LEPA/SJ,LEPA,elemental,Zone of Aerodromes,ARR,C - ATC Capacity
GCCCINB,10/11/2019,GCCCFMP,GCINB11A,GCCCINB,GCCC,elemental,Airspace,ERD,C - ATC Capacity
LEBLARR,10/11/2019,LEBLTMA,LEBLA11M,LEBL,LEBL,elemental,Aerodrome,ARR,C - ATC Capacity
LEBLARR,10/11/2019,LEBLTMA,LEBLA11L,LEBL,LEBL,elemental,Aerodrome,ARR,V - Environmental Issues
LECBCCC,10/11/2019,LECBFMPE,LECCC11M,LECBCCC,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBCCC,10/11/2019,LECBFMPE,LECCC11,LECBCCC,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBMNI,10/11/2019,LECBFMPE,LEMNI11,LECBMNI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBCVN,10/11/2019,LECBFMPE,LECVN11L,LECBCVN,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBG1EV,10/11/2019,LECBFMPW,LEG1EV11,LECBGO1,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBG23,10/11/2019,LECBFMPW,LEG2311,LECBG23,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBLLI,10/11/2019,LECBFMPW,LELLI11L,LECBLLI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBPPI,10/11/2019,LECBFMPW,LEPPI11L,LECBPPI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBBKW,10/11/2019,LECBFMPW,LEBKW11L,LECBBKW,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECLSUE,10/11/2019,LECLTAC,LESUE11M,LECLSUE,LECL,integrado,Airspace,ERD,C - ATC Capacity
LECMBLI,10/11/2019,LECMFMP,BLI11E,LECMBLI,LECM,integrado,Airspace,ERD,C - ATC Capacity
FL2TDU,10/11/2019,LECMFMP,FL2TDU11,LECMTDU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LEMDARR,10/11/2019,LECMFMP,LEMDA11M,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
LECMBLI,10/11/2019,LECMFMP,BLI11,LECMBLI,LECM,integrado,Airspace,ERD,C - ATC Capacity
FL6PAU,10/11/2019,LECMFMP,FL6PAU11,LECMPAU,LECM,elemental,Airspace,ERD,C - ATC Capacity
FL2DGU,10/11/2019,LECMFMP,FL2DGU11,LECMDGU,LECM,elemental,Airspace,ERD,C - ATC Capacity
FL4DGU,10/11/2019,LECMFMP,FL4DGU11,LECMDGU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMSAO,10/11/2019,LECMFMP1,SAO11,LECMSAO,LECM,elemental,Airspace,ERD,C - ATC Capacity
GCCCINB,10/12/2019,GCCCFMP,GCINB12,GCCCINB,GCCC,elemental,Airspace,ERD,S - ATC Staffing
LEBLARR,10/12/2019,LEBLTMA,LEBLA12M,LEBL,LEBL,elemental,Aerodrome,ARR,C - ATC Capacity
LEBLARR,10/12/2019,LEBLTMA,LEBLA12,LEBL,LEBL,elemental,Aerodrome,ARR,V - Environmental Issues
LECBMNI,10/12/2019,LECBFMPE,LEMNI12A,LECBMNI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBMNI,10/12/2019,LECBFMPE,LEMNI12,LECBMNI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBCCC,10/12/2019,LECBFMPE,LECBCC12,LECBCCC,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBBKE,10/12/2019,LECBFMPE,LEBKE12,LECBBKE,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBG1EV,10/12/2019,LECBFMPW,LEG1EV12,LECBGO1,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBLVL,10/12/2019,LECBFMPW,LELVL12M,LECBLVL,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBG23,10/12/2019,LECBFMPW,LEG2312,LECBG23,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBGOI,10/12/2019,LECBFMPW,LEBGOI12,LECBGOI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBLLI,10/12/2019,LECBFMPW,LECBLI12,LECBLLI,LECB,integrado,Airspace,ERD,C - ATC Capacity
FL1TDU,10/12/2019,LECMFMP,FL1TDU12,LECMTDU,LECM,elemental,Airspace,ERD,C - ATC Capacity
FL3TDU,10/12/2019,LECMFMP,FL3TD12N,LECMTDU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMPAU,10/12/2019,LECMFMP,PAU12E,LECMPAU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMASU,10/12/2019,LECMFMP,ASU12,LECMASU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LEMDARR,10/12/2019,LECMFMP,LEMDA12,LEMD,LEMD,elemental,Aerodrome,ARR,P - Special Event
RR3ZMI,10/12/2019,LECMFMP,RR3ZMI12,LECMZMI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LECMTLU,10/12/2019,LECMFMP,TLU12M,LECMTLU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMZGZ,10/12/2019,LECMFMP,ZGZ12M,LECMZGZ,LECM,elemental,Airspace,ERD,C - ATC Capacity
FL2TDU,10/12/2019,LECMFMP,F2TDU12D,LECMTDU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMDGU,10/12/2019,LECMFMP,DGU12,LECMDGU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMASU,10/12/2019,LECMFMP,ASU12A,LECMASU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMPAU,10/12/2019,LECMFMP,PAU12,LECMPAU,LECM,elemental,Airspace,ERD,C - ATC Capacity
FL4TDU,10/12/2019,LECMFMP,FL4TDU12,LECMTDU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMDGU,10/12/2019,LECMFMP,DGU12N,LECMDGU,LECM,elemental,Airspace,ERD,W - Weather
LEMDARR,10/12/2019,LECMFMP,LEMDA12N,LEMD,LEMD,elemental,Aerodrome,ARR,W - Weather
LECMSAO,10/12/2019,LECMFMP1,SAO12,LECMSAO,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECSMA4C,10/12/2019,LECSFMP,LECSA412,LECSMA4,LECS,elemental,Airspace,ERD,C - ATC Capacity
LEBLARR,10/13/2019,LEBLTMA,LEBLA13M,LEBL,LEBL,elemental,Aerodrome,ARR,C - ATC Capacity
LEBLARR,10/13/2019,LEBLTMA,LEBLAN13,LEBL,LEBL,elemental,Aerodrome,ARR,V - Environmental Issues
LECBCCC,10/13/2019,LECBFMPE,LECCC13M,LECBCCC,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBBAS,10/13/2019,LECBFMPE,LEBAS13,LECBBAS,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBCVN,10/13/2019,LECBFMPE,LEBCVN13,LECBCVN,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBBKE,10/13/2019,LECBFMPE,LEBKE13,LECBBKE,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBG1EV,10/13/2019,LECBFMPW,LEG1EV13,LECBGO1,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBLVL,10/13/2019,LECBFMPW,LELVL13M,LECBLVL,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBPPI,10/13/2019,LECBFMPW,LECBPI13,LECBPPI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBLLI,10/13/2019,LECBFMPW,LELLI13,LECBLLI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBBKW,10/13/2019,LECBFMPW,LEBKW13,LECBBKW,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECMTZI,10/13/2019,LECMFMP,TZI13E,LECMTZI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LECMDGU,10/13/2019,LECMFMP,DGU13M,LECMDGU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LEMDARR,10/13/2019,LECMFMP,LEMDA13M,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
LECMPAU,10/13/2019,LECMFMP,PAU13M,LECMPAU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMBLI,10/13/2019,LECMFMP,BLI13M,LECMBLI,LECM,integrado,Airspace,ERD,C - ATC Capacity
FL7PAU,10/13/2019,LECMFMP,FL7PA13,LECMPAU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMTLLX,10/13/2019,LECMFMP,TLLX13,LECMTLL,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMZMUX,10/13/2019,LECMFMP,ZMUX13,LECMZMU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMZLM,10/13/2019,LECMFMP,ZLM13A,LECMZLM,LECM,elemental,Airspace,ERD,C - ATC Capacity
FL7PAU,10/13/2019,LECMFMP,FL7PAU13,LECMPAU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMZGZ,10/13/2019,LECMFMP,ZGZ13,LECMZGZ,LECM,elemental,Airspace,ERD,C - ATC Capacity
FL6TDU,10/13/2019,LECMFMP1,FL6TDU13,LECMTDU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECSRTA,10/13/2019,LECSFMP,RTA13,LECSRTA,LECS,integrado,Airspace,ERD,C - ATC Capacity
LEBLARR,10/14/2019,LEBLTMA,LEBLA14M,LEBL,LEBL,elemental,Aerodrome,ARR,C - ATC Capacity
LEBLARR,10/14/2019,LEBLTMA,LEBLA14A,LEBL,LEBL,elemental,Aerodrome,ARR,W - Weather
LEBL14E1,10/14/2019,LEBLTMA,LE14E114,LEBL14E,LEBL,integrado,Airspace,ERD,O - Other
LEBL23E1,10/14/2019,LEBLTMA,LE23E114,LEBL23E,LEBL,integrado,Airspace,ERD,O - Other
LEBLT1E1,10/14/2019,LEBLTMA,LET1E114,LEBLT1E,LEBL,elemental,Airspace,ERD,W - Weather
LECBMNI,10/14/2019,LECBFMPE,LECBMN14,LECBMNI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBGOI,10/14/2019,LECBFMPW,LEBGOI14,LECBGOI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBLVU,10/14/2019,LECBFMPW,LELVU14M,LECBLVU,LECB,elemental,Airspace,ERD,W - Weather
LECBLLI,10/14/2019,LECBFMPW,LELLI14A,LECBLLI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBPPI,10/14/2019,LECBFMPW,LEPPI14L,LECBPPI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECLSUE,10/14/2019,LECLTAC,LESUE14L,LECLSUE,LECL,integrado,Airspace,ERD,C - ATC Capacity
LECMTZI,10/14/2019,LECMFMP,TZI14,LECMTZI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LEMDARR,10/14/2019,LECMFMP,LEMDA14,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
LEMDARR,10/14/2019,LECMFMP,LEMDA14A,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
LECMTZI,10/14/2019,LECMFMP,TZI14A,LECMTZI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LECMBLI,10/14/2019,LECMFMP,BLI14,LECMBLI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LECMZGZ,10/14/2019,LECMFMP,ZGZ14A,LECMZGZ,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMTER,10/14/2019,LECMFMP,TER14L,LECMTER,LECM,elemental,Airspace,ERD,C - ATC Capacity
LEPAARR,10/14/2019,LECPFMP,LEPAA14,LEPA/SJ,LEPA,elemental,Zone of Aerodromes,ARR,W - Weather
LEPAARR,10/14/2019,LECPFMP,LEPAA14M,LEPA/SJ,LEPA,elemental,Zone of Aerodromes,ARR,C - ATC Capacity
RR1SEV,10/14/2019,LECSFMP,RR1SEV14,LECSSEV,LECS,integrado,Airspace,ERD,C - ATC Capacity
LEBLDDI,10/15/2019,LEBLTMA,LEDDI15,LEBLDDI,LEBL,integrado,Airspace,ERD,C - ATC Capacity
LECBCCC,10/15/2019,LECBFMPE,LECCC15,LECBCCC,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBMNI,10/15/2019,LECBFMPE,LEMNI15A,LECBMNI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBLVL,10/15/2019,LECBFMPW,LELVL15,LECBLVL,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBGOI,10/15/2019,LECBFMPW,LEGOI15A,LECBGOI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LEMDARR,10/15/2019,LECMFMP,LEMDA15,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
FL4DGU,10/15/2019,LECMFMP,FL4DGU15,LECMDGU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMBLI,10/15/2019,LECMFMP,BLI15,LECMBLI,LECM,integrado,Airspace,ERD,C - ATC Capacity
FL5DGU,10/15/2019,LECMFMP,FL5DGU15,LECMDGU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LEMDARR,10/15/2019,LECMFMP,LEMDA15A,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
FL5PAU,10/15/2019,LECMFMP,FL5PA15,LECMPAU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LEBLDDI,10/16/2019,LEBLTMA,LEDDI16M,LEBLDDI,LEBL,integrado,Airspace,ERD,C - ATC Capacity
LEBLARR,10/16/2019,LEBLTMA,LEBLA16,LEBL,LEBL,elemental,Aerodrome,ARR,V - Environmental Issues
LECBCCC,10/16/2019,LECBFMPE,LECCC16M,LECBCCC,LECB,integrado,Airspace,ERD,C - ATC Capacity
FL5DGU,10/16/2019,LECMFMP,FL5DGU16,LECMDGU,LECM,elemental,Airspace,ERD,C - ATC Capacity
RR3ZMI,10/16/2019,LECMFMP,RR3ZMI16,LECMZMI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LEMDARR,10/16/2019,LECMFMP,LEMDA16M,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
LECMZML,10/16/2019,LECMFMP,ZML16,LECMZML,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMBLI,10/16/2019,LECMFMP,BKI16,LECMBLI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LECMZGZ,10/16/2019,LECMFMP,ZGZ16,LECMZGZ,LECM,elemental,Airspace,ERD,C - ATC Capacity
RR5NO1,10/16/2019,LECSFMP,RR5NO116,LECSNO1,LECS,integrado,Airspace,ERD,C - ATC Capacity
LEBLDDI,10/17/2019,LEBLTMA,LEDDI17,LEBLDDI,LEBL,integrado,Airspace,ERD,C - ATC Capacity
LEBL14W1,10/17/2019,LEBLTMA,LE14W117,LEBL14W,LEBL,integrado,Airspace,ERD,C - ATC Capacity
LEBLARR,10/17/2019,LEBLTMA,LEBLA17A,LEBL,LEBL,elemental,Aerodrome,ARR,V - Environmental Issues
LECBMNI,10/17/2019,LECBFMPE,LEMNI17,LECBMNI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBCCC,10/17/2019,LECBFMPE,LECCC17,LECBCCC,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBG23,10/17/2019,LECBFMPW,LEG2317,LECBG23,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBGO2,10/17/2019,LECBFMPW,LEGO217,LECBGO2,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBGOI,10/17/2019,LECBFMPW,LEGOI17A,LECBGOI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LEMDARR,10/17/2019,LECMFMP,LEMDA17M,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
FL3TDU,10/17/2019,LECMFMP,FL3TDU17,LECMTDU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMZML,10/17/2019,LECMFMP,ZML17,LECMZML,LECM,elemental,Airspace,ERD,C - ATC Capacity
LEMGARR1,10/17/2019,LECSFMP,LEMGA17A,LEMG,LEMG,elemental,Aerodrome,ARR,S - ATC Staffing
LEBLDDX,10/18/2019,LEBLTMA,LEDDX18L,LEBLDDX,LEBL,integrado,Airspace,ERD,C - ATC Capacity
LECBMNI,10/18/2019,LECBFMPE,LEMNI18E,LECBMNI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBPPI,10/18/2019,LECBFMPW,LEPPI18A,LECBPPI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECLSUE,10/18/2019,LECLTAC,SUE18M,LECLSUE,LECL,integrado,Airspace,ERD,C - ATC Capacity
LECMBLI,10/18/2019,LECMFMP,BLI18E,LECMBLI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LECMASI,10/18/2019,LECMFMP,ASI18,LECMASI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LEMDARR,10/18/2019,LECMFMP,LEMDA18M,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
LECMTLLX,10/18/2019,LECMFMP,TLL18A,LECMTLL,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMBLI,10/18/2019,LECMFMP,BLI18M,LECMBLI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LECMZGZ,10/18/2019,LECMFMP,ZGZ18,LECMZGZ,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMDGLX,10/18/2019,LECMFMP,DGLX18A,LECMDGL,LECM,elemental,Airspace,ERD,C - ATC Capacity
LEMDARR,10/18/2019,LECMFMP,LEMDA18N,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
RR3NO1,10/18/2019,LECSFMP,RR3NO118,LECSNO1,LECS,integrado,Airspace,ERD,C - ATC Capacity
LEBL14W1,10/19/2019,LEBLTMA,LEBLTM19,LEBL14W,LEBL,integrado,Airspace,ERD,C - ATC Capacity
LECBCCC,10/19/2019,LECBFMPE,LECCC19A,LECBCCC,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBG23,10/19/2019,LECBFMPW,LEG2319A,LECBG23,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBG23,10/19/2019,LECBFMPW,LEG2319,LECBG23,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBGOI,10/19/2019,LECBFMPW,LEGOI19A,LECBGOI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECMPAU,10/19/2019,LECMFMP,PAU19E,LECMPAU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMBLI,10/19/2019,LECMFMP,BLI19M,LECMBLI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LEMDARR,10/19/2019,LECMFMP,LEMDA19E,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
LECMBLI,10/19/2019,LECMFMP,BLI19,LECMBLI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LECMTLLX,10/19/2019,LECMFMP,TLL19,LECMTLL,LECM,elemental,Airspace,ERD,C - ATC Capacity
LEMDARR,10/19/2019,LECMFMP,LEMDA19A,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
LECMZGZ,10/19/2019,LECMFMP,ZGZ19,LECMZGZ,LECM,elemental,Airspace,ERD,C - ATC Capacity
FL2ZMU34,10/19/2019,LECMFMP,FL2ZM19,LECMZMU,LECM,elemental,Airspace,ERD,C - ATC Capacity
FL5ZMU34,10/19/2019,LECMFMP,FL5ZMU19,LECMZMU,LECM,elemental,Airspace,ERD,C - ATC Capacity
FL5TDU,10/19/2019,LECMFMP1,FL5TD19L,LECMTDU,LECM,elemental,Airspace,ERD,C - ATC Capacity
